sales_id,customer,date,car_make,car_model,year,mileage,price,payment_type,last_updated,mileage_bin,vehicle_age
236,Manheim,2025-05-24,Toyota,Camry,2018,,,Loan,2025-05-24 00:47:00,Very High,7
237,Lithia Motors,2025-05-24,Hyundai,Santa Fe,2022,,,Loan,2025-05-24 04:33:00,High,3
238,CarMax,2025-05-25,Hyundai,Elantra,2020,,,Loan,2025-05-25 13:01:00,Very High,5
239,Lithia Motors,2025-05-25,Honda,Civic,2019,,,Cash,2025-05-25 16:07:00,Low,6
240,Penske Automotive,2025-05-25,Ford,Focus,2018,,,Credit,2025-05-25 22:01:00,Low,7
241,AutoNation,2025-05-25,Chevrolet,Malibu,2020,,,Loan,2025-05-25 07:47:00,Very High,5
242,Lithia Motors,2025-05-25,Chevrolet,Cruze,2015,,,Loan,2025-05-25 09:44:00,Medium,10
243,CarMax,2025-05-25,Hyundai,Tucson,2017,,,Credit,2025-05-25 03:38:00,Medium,8
244,AutoNation,2025-05-26,Hyundai,Elantra,2021,,,Loan,2025-05-26 11:10:00,Very High,4
245,AutoNation,2025-05-26,Hyundai,Tucson,2017,,,Cash,2025-05-26 15:24:00,Low,8
246,AutoNation,2025-05-26,Ford,Escape,2016,,,Credit,2025-05-26 03:36:00,High,9
247,Manheim,2025-05-27,Chevrolet,Cruze,2018,,,Cash,2025-05-27 23:55:00,Medium,7
248,Manheim,2025-05-27,Chevrolet,Equinox,2019,,,Cash,2025-05-27 05:42:00,Low,6
249,Lithia Motors,2025-05-27,Chevrolet,Malibu,2020,,,Loan,2025-05-27 15:19:00,Medium,5
250,Copart,2025-05-28,Chevrolet,Malibu,2016,,,Credit,2025-05-28 12:32:00,Low,9
251,Avis Budget Group,2025-05-28,Ford,Fusion,2022,,,Loan,2025-05-28 21:30:00,High,3
252,Avis Budget Group,2025-05-28,Chevrolet,Cruze,2019,,,Cash,2025-05-28 17:24:00,Medium,6
253,Unknown,2025-05-28,Ford,Fusion,2020,,,Cash,2025-05-28 11:04:00,Very High,5
254,Unknown,2025-05-28,Hyundai,Tucson,2019,,,Loan,2025-05-28 17:02:00,Low,6
255,Manheim,2025-05-29,Hyundai,Tucson,2023,,,Cash,2025-05-29 23:22:00,Medium,2
256,AutoNation,2025-05-29,Chevrolet,Cruze,2021,,,Cash,2025-05-29 21:45:00,Medium,4
257,Copart,2025-05-29,Honda,Civic,2020,,,Cash,2025-05-29 00:34:00,Low,5
258,AutoNation,2025-05-29,Honda,Accord,2019,,,Loan,2025-05-29 03:10:00,High,6
259,Lithia Motors,2025-05-29,Ford,Focus,2015,,,Credit,2025-05-29 07:51:00,High,10
260,Unknown,2025-05-30,Honda,Accord,2022,,,Cash,2025-05-30 23:06:00,Very High,3
261,Enterprise Holdings,2025-05-30,Honda,CR-V,2017,,,Credit,2025-05-30 13:43:00,High,8
262,Hertz Global Holdings,2025-05-30,Toyota,Camry,2017,,,Cash,2025-05-30 12:46:00,High,8
263,AutoNation,2025-05-30,Ford,Focus,2023,,,Unknown,2025-05-30 14:06:00,Medium,2
264,AutoNation,2025-05-31,Chevrolet,Cruze,2017,,,Cash,2025-05-31 10:09:00,Medium,8
265,Copart,2025-05-31,Honda,CR-V,2018,,,Loan,2025-05-31 06:33:00,Low,7
266,Manheim,2025-05-31,Honda,Civic,2021,,,Loan,2025-05-31 13:37:00,High,4
267,Lithia Motors,2025-05-31,Ford,Fusion,2023,,,Cash,2025-05-31 06:21:00,High,2
268,Avis Budget Group,2025-05-31,Honda,Civic,2018,,,Unknown,2025-05-31 04:39:00,Low,7
269,Enterprise Holdings,2025-05-31,Ford,Fusion,2017,,,Loan,2025-05-31 19:12:00,Medium,8
